customer_id,signup_date,churn_month,monthly_charges,total_charges,payment_type_id,payment_type,contract_type_id,contract_type,gender,senior_citizen,partner,dependents,paperless_billing,phone_service,multiple_lines,internet_service_type_id,internet_service_type,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
6345-ULYRW,"2018-05-21 18:07:34",2022-01-31,88.4,3912.9,2,"Mailed check",2,"One year",Male,1,Yes,No,No,Yes,Yes,2,"Fiber optic",No,Yes,No,No,No,Yes
6348-SNFUS,"2016-01-21 18:07:34",NULL,55.45,4179.2,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,Yes,No,"No phone service",1,DSL,Yes,Yes,Yes,Yes,No,Yes
6351-SCJKT,"2021-10-21 18:07:34",NULL,41.35,107.25,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,No,"No phone service",1,DSL,Yes,No,Yes,Yes,No,No
6352-TWCAU,"2019-02-21 18:07:34",2022-01-31,86.45,3029.1,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,No
6356-ELRKD,"2021-12-21 18:07:34",2022-01-31,95.6,95.6,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",Yes,No,No,No,Yes,Yes
6357-JJPQT,"2021-10-21 18:07:34",NULL,80.5,232.35,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
6365-MTGZX,"2020-01-21 18:07:34",2022-01-31,96,2122.45,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,Yes,Yes,Yes
6366-XIVKZ,"2020-12-21 18:07:34",NULL,63.15,816.8,2,"Mailed check",1,Month-to-month,Female,0,Yes,Yes,Yes,Yes,No,1,DSL,Yes,No,Yes,No,No,Yes
6368-NWMCE,"2018-11-21 18:07:34",NULL,68.15,2656.3,4,"Credit card (automatic)",1,Month-to-month,Female,0,No,No,No,Yes,Yes,1,DSL,No,Yes,No,Yes,No,Yes
6372-RFVNS,"2021-12-21 18:07:34",2022-01-31,78.8,78.8,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,No,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
6374-AFWOX,"2018-03-21 18:07:34",NULL,65.65,3047.15,2,"Mailed check",3,"Two year",Male,0,Yes,No,No,Yes,No,1,DSL,Yes,Yes,Yes,Yes,No,No
6376-GAHQE,"2021-09-21 18:07:34",2022-01-31,77.85,299.2,1,"Electronic check",1,Month-to-month,Male,0,No,No,No,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
6377-WHAOX,"2017-01-21 18:07:34",NULL,106.15,6411.25,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
6380-ARCEH,"2021-12-21 18:07:34",NULL,20.2,20.2,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6383-ZTSIW,"2018-10-21 18:07:34",NULL,99.1,3877.95,2,"Mailed check",2,"One year",Female,1,Yes,No,No,Yes,No,2,"Fiber optic",Yes,Yes,No,No,Yes,Yes
6384-VMJHP,"2016-01-21 18:07:34",NULL,73,5265.2,4,"Credit card (automatic)",3,"Two year",Female,0,No,No,Yes,Yes,No,1,DSL,Yes,Yes,Yes,Yes,No,Yes
6394-HHHZM,"2021-10-21 18:07:34",NULL,20.7,57.5,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6394-MFYNG,"2018-01-21 18:07:34",2022-01-31,107.4,5121.3,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
6397-JNZZG,"2018-06-21 18:07:34",2022-01-31,55.55,2342.2,4,"Credit card (automatic)",1,Month-to-month,Female,1,Yes,No,No,No,"No phone service",1,DSL,No,Yes,Yes,No,Yes,Yes
6400-BWQKW,"2021-07-21 18:07:34",2022-01-31,79.05,434.5,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",Yes,No,No,No,No,No
6407-GSJNL,"2017-10-21 18:07:34",NULL,24.95,1288,3,"Bank transfer (automatic)",3,"Two year",Female,0,No,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6407-UTSLV,"2021-11-21 18:07:34",NULL,83.8,163.7,3,"Bank transfer (automatic)",1,Month-to-month,Female,1,No,No,Yes,Yes,No,2,"Fiber optic",No,Yes,No,No,Yes,No
6408-OTUBZ,"2016-07-21 18:07:34",NULL,104.55,6779.05,3,"Bank transfer (automatic)",2,"One year",Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,Yes,Yes,No
6408-WHTEF,"2016-01-21 18:07:34",NULL,89.4,6376.55,2,"Mailed check",3,"Two year",Male,0,Yes,Yes,Yes,Yes,Yes,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6413-XKKPU,"2020-08-21 18:07:34",2022-01-31,89.4,1539.45,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,No,2,"Fiber optic",Yes,No,Yes,No,Yes,No
6416-TVAIH,"2021-12-21 18:07:34",2022-01-31,68.5,68.5,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,No,2,"Fiber optic",No,No,No,No,No,No
6416-YJTTB,"2021-02-21 18:07:34",NULL,79.5,795.65,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,No,2,"Fiber optic",Yes,No,Yes,No,No,No
6418-PIQSP,"2016-11-21 18:07:34",NULL,81,4985.9,2,"Mailed check",3,"Two year",Female,0,Yes,No,No,Yes,No,1,DSL,Yes,No,Yes,Yes,Yes,Yes
6419-ZTTLE,"2020-02-21 18:07:34",NULL,20.75,485.2,1,"Electronic check",2,"One year",Male,1,Yes,No,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6425-YQLLO,"2016-07-21 18:07:34",2022-01-31,105.95,6975.25,4,"Credit card (automatic)",2,"One year",Female,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,Yes,Yes,Yes
6427-FEFIG,"2020-01-21 18:07:34",NULL,78.6,1846.65,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,Yes,No,Yes,Yes,1,DSL,Yes,No,Yes,No,Yes,Yes
6429-SHBCB,"2020-06-21 18:07:34",NULL,69.6,1394.55,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,Yes,1,DSL,No,No,No,No,Yes,Yes
6432-TWQLB,"2021-08-21 18:07:34",2022-01-31,85.4,401.1,1,"Electronic check",1,Month-to-month,Male,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,No,Yes,No,No
6435-SRWBJ,"2021-08-21 18:07:34",NULL,82.75,417.75,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,Yes,No,No
6435-VWCCY,"2016-08-21 18:07:34",NULL,92.7,5968.4,4,"Credit card (automatic)",3,"Two year",Male,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,No,No,Yes,No
6437-UKHMV,"2021-06-21 18:07:34",2022-01-31,79.7,586.05,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
6440-DKQGE,"2019-07-21 18:07:34",NULL,64.5,1929.95,4,"Credit card (automatic)",2,"One year",Male,0,No,Yes,No,Yes,No,1,DSL,No,Yes,Yes,No,Yes,No
6447-EGDIV,"2019-06-21 18:07:34",NULL,20.95,683.25,2,"Mailed check",2,"One year",Female,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6447-GORXK,"2019-06-21 18:07:34",NULL,25,789.2,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,Yes,No,No,"No phone service",1,DSL,No,No,No,No,No,No
6457-GIRWB,"2021-12-21 18:07:34",2022-01-31,69.35,69.35,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,No,No
6458-CYIDZ,"2021-08-21 18:07:34",NULL,80.7,374.8,1,"Electronic check",1,Month-to-month,Female,1,No,No,No,Yes,No,2,"Fiber optic",Yes,Yes,No,No,No,No
6463-HHXJR,"2016-02-21 18:07:34",NULL,100.5,7030.65,3,"Bank transfer (automatic)",3,"Two year",Female,0,Yes,Yes,No,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,No,Yes,No
6463-MVYRY,"2017-04-21 18:07:34",NULL,69.85,4003,3,"Bank transfer (automatic)",3,"Two year",Female,1,No,No,No,Yes,No,1,DSL,Yes,No,Yes,Yes,Yes,No
6464-KEXXH,"2021-05-21 18:07:34",NULL,25.25,186.3,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,No,Yes,No,"No phone service",1,DSL,No,No,No,No,No,No
6467-CHFZW,"2018-02-21 18:07:34",2022-01-31,99.35,4749.15,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,Yes,No,No,Yes,Yes
6469-MRVET,"2021-12-21 18:07:34",NULL,20.2,20.2,1,"Electronic check",2,"One year",Male,0,Yes,Yes,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6473-ULUHT,"2020-09-21 18:07:34",NULL,84.9,1398.25,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,No,Yes,Yes,1,DSL,Yes,Yes,No,Yes,Yes,Yes
6474-FVJLC,"2021-11-21 18:07:34",2022-01-31,86,165.45,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,Yes
6476-EPYZR,"2021-01-21 18:07:34",NULL,20.5,255.5,2,"Mailed check",1,Month-to-month,Male,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6476-YHMGA,"2020-10-21 18:07:34",NULL,76.5,1155.6,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,Yes,Yes,No,Yes,No,1,DSL,No,Yes,Yes,Yes,Yes,Yes
6478-HRRCZ,"2019-05-21 18:07:34",NULL,70.5,2201.75,2,"Mailed check",2,"One year",Male,0,Yes,No,No,Yes,No,1,DSL,Yes,Yes,No,Yes,No,Yes
6479-OAUSD,"2019-12-21 18:07:34",NULL,19.9,510.8,4,"Credit card (automatic)",2,"One year",Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6479-SZPLM,"2019-01-21 18:07:34",NULL,19.45,754.5,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6479-VDGRK,"2016-01-21 18:07:34",NULL,85.3,6129.2,3,"Bank transfer (automatic)",3,"Two year",Female,0,Yes,Yes,No,Yes,No,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6480-YAGIY,"2018-04-21 18:07:34",NULL,112.2,5031.85,4,"Credit card (automatic)",2,"One year",Male,0,No,No,No,Yes,No,2,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes
6481-ESCNL,"2019-08-21 18:07:34",NULL,100.55,2878.75,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,No,Yes,Yes,2,"Fiber optic",No,No,Yes,No,Yes,Yes
6481-LXPWL,"2017-05-21 18:07:34",NULL,36.1,1971.5,4,"Credit card (automatic)",2,"One year",Male,0,Yes,Yes,Yes,No,"No phone service",1,DSL,No,Yes,Yes,No,No,No
6483-OATDN,"2021-05-21 18:07:34",NULL,51.3,411.6,4,"Credit card (automatic)",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,No,1,DSL,Yes,No,No,No,No,No
6485-QXWWE,"2016-11-21 18:07:34",NULL,26,1638.7,3,"Bank transfer (automatic)",3,"Two year",Female,0,No,Yes,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6486-LHTMA,"2019-06-21 18:07:34",NULL,90.7,2835.5,1,"Electronic check",2,"One year",Female,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,Yes,No
6496-JDSSB,"2021-05-21 18:07:34",NULL,80,624.6,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
6496-SLWHQ,"2021-10-21 18:07:34",2022-01-31,105,294.45,1,"Electronic check",1,Month-to-month,Male,1,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
6502-KUGLL,"2020-11-21 18:07:34",NULL,59.45,780.85,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,Yes,Yes,No,Yes,No,1,DSL,Yes,Yes,No,Yes,No,No
6502-MJQAE,"2021-12-21 18:07:34",2022-01-31,69.6,69.6,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,No,No
6504-VBLFL,"2017-06-21 18:07:34",NULL,58.6,3068.6,1,"Electronic check",3,"Two year",Male,0,Yes,No,No,Yes,No,1,DSL,Yes,Yes,Yes,No,No,No
6505-OZNPG,"2021-07-21 18:07:34",NULL,63.4,348.8,2,"Mailed check",3,"Two year",Female,0,No,No,Yes,No,"No phone service",1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6507-ZJSUR,"2020-02-21 18:07:34",NULL,90.45,2117.25,1,"Electronic check",1,Month-to-month,Male,1,Yes,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,Yes
6513-EECDB,"2021-12-21 18:07:34",2022-01-31,73.55,73.55,1,"Electronic check",1,Month-to-month,Male,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,No,No
6518-KZXCB,"2020-03-21 18:07:34",NULL,25.25,566.5,2,"Mailed check",3,"Two year",Male,0,No,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6518-LGAOV,"2018-11-21 18:07:34",2022-01-31,105,4026.4,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,Yes,Yes,Yes
6518-PPLMZ,"2017-08-21 18:07:34",NULL,19.4,1110.35,2,"Mailed check",3,"Two year",Male,0,Yes,Yes,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6519-CFDBX,"2021-11-21 18:07:34",NULL,45.4,80.95,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,1,DSL,No,No,No,No,No,No
6521-YYTYI,"2021-12-21 18:07:34",2022-01-31,93.3,93.3,1,"Electronic check",1,Month-to-month,Male,0,No,Yes,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,Yes
6522-YRBXD,"2019-02-21 18:07:34",NULL,94.55,3365.4,1,"Electronic check",1,Month-to-month,Male,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,No,No,No,Yes
6537-OTKMY,"2020-10-21 18:07:34",NULL,50.75,688.2,1,"Electronic check",2,"One year",Male,0,No,No,No,No,"No phone service",1,DSL,No,No,Yes,No,Yes,Yes
6543-CPZMK,"2021-04-21 18:07:34",2022-01-31,29.95,248.95,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,Yes,No,"No phone service",1,DSL,No,Yes,No,No,No,No
6543-JXSOO,"2020-02-21 18:07:34",NULL,57.75,1282.85,2,"Mailed check",2,"One year",Female,0,Yes,Yes,Yes,Yes,No,1,DSL,Yes,Yes,No,Yes,No,No
6549-YMFAW,"2021-04-21 18:07:34",NULL,21.25,204.55,2,"Mailed check",1,Month-to-month,Male,1,Yes,No,Yes,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6551-GNYDG,"2020-11-21 18:07:34",NULL,80.9,1152.8,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,Yes,Yes,Yes,Yes,No,2,"Fiber optic",No,No,No,No,No,Yes
6551-ZCOTS,"2019-04-21 18:07:34",NULL,24.9,847.8,3,"Bank transfer (automatic)",2,"One year",Male,1,No,No,Yes,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6557-BZXLQ,"2020-09-21 18:07:34",NULL,69.65,1043.3,1,"Electronic check",1,Month-to-month,Male,1,No,No,No,Yes,No,2,"Fiber optic",No,No,No,No,No,No
6563-VNPMN,"2018-04-21 18:07:34",NULL,85.7,3778.1,3,"Bank transfer (automatic)",1,Month-to-month,Female,1,No,No,Yes,Yes,No,2,"Fiber optic",Yes,Yes,No,Yes,No,No
6567-HOOPW,"2021-12-21 18:07:34",2022-01-31,79.2,79.2,1,"Electronic check",1,Month-to-month,Female,1,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,Yes,No
6568-POCUI,"2018-04-21 18:07:34",NULL,95.2,4285.8,4,"Credit card (automatic)",3,"Two year",Female,0,Yes,No,Yes,Yes,No,2,"Fiber optic",No,No,No,Yes,Yes,Yes
6575-SUVOI,"2019-12-21 18:07:34",NULL,69.5,1752.65,4,"Credit card (automatic)",1,Month-to-month,Female,1,Yes,No,Yes,Yes,Yes,1,DSL,Yes,No,No,Yes,Yes,No
6576-FBXOJ,"2020-08-21 18:07:34",NULL,54.6,934.8,1,"Electronic check",2,"One year",Male,0,Yes,No,No,No,"No phone service",1,DSL,No,No,Yes,Yes,Yes,Yes
6578-KRMAW,"2019-05-21 18:07:34",NULL,93.4,2979.3,4,"Credit card (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,No,2,"Fiber optic",Yes,Yes,Yes,No,No,Yes
6581-NQCBA,"2020-09-21 18:07:34",2022-01-31,49.95,810.2,1,"Electronic check",1,Month-to-month,Female,0,Yes,No,Yes,No,"No phone service",1,DSL,No,No,No,Yes,Yes,Yes
6582-OIVSP,"2021-12-21 18:07:34",NULL,45.3,45.3,2,"Mailed check",1,Month-to-month,Female,0,No,No,No,Yes,No,1,DSL,No,No,No,No,No,No
6582-PLFUU,"2017-10-21 18:07:34",NULL,19.55,1086.75,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6583-KQJLK,"2020-10-21 18:07:34",NULL,94.65,1285.05,1,"Electronic check",1,Month-to-month,Female,1,Yes,No,Yes,Yes,No,2,"Fiber optic",No,Yes,No,No,Yes,Yes
6583-SZVGP,"2018-01-21 18:07:34",NULL,108.1,5067.45,3,"Bank transfer (automatic)",3,"Two year",Male,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
6584-VQMYT,"2019-10-21 18:07:34",NULL,56.2,1567.55,2,"Mailed check",2,"One year",Male,0,No,Yes,No,Yes,No,1,DSL,Yes,Yes,No,No,No,No
6585-WCEWR,"2016-01-21 18:07:34",NULL,20.35,1354.4,1,"Electronic check",3,"Two year",Male,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6586-PSJOX,"2020-10-21 18:07:34",NULL,55.2,864.55,4,"Credit card (automatic)",2,"One year",Male,0,No,Yes,No,Yes,No,1,DSL,No,No,Yes,Yes,No,No
6595-YGXIT,"2019-12-21 18:07:34",2022-01-31,88.95,2291.2,1,"Electronic check",1,Month-to-month,Male,1,No,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,No,No,Yes,No
6598-RFFVI,"2021-11-21 18:07:34",2022-01-31,19.3,28.3,4,"Credit card (automatic)",2,"One year",Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6599-CEBNN,"2019-03-21 18:07:34",2022-01-31,73.95,2524.45,4,"Credit card (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,Yes,No,No,No,No
6599-GZWCM,"2020-12-21 18:07:34",NULL,74.65,966.25,2,"Mailed check",2,"One year",Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,Yes,No,No,No,No
6599-RCLCJ,"2018-02-21 18:07:34",2022-01-31,109.55,5124.55,1,"Electronic check",1,Month-to-month,Male,0,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes
6599-SFQVE,"2021-07-21 18:07:34",NULL,55,340.4,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,1,DSL,No,No,No,No,No,Yes
6608-QQLVK,"2021-12-21 18:07:34",2022-01-31,50.5,50.5,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,1,DSL,No,No,Yes,No,No,No
6609-MXJHJ,"2019-07-21 18:07:34",NULL,25.1,789.55,2,"Mailed check",3,"Two year",Female,0,Yes,Yes,Yes,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6614-FHDBO,"2016-01-21 18:07:34",NULL,109.2,7878.3,3,"Bank transfer (automatic)",3,"Two year",Male,0,No,No,No,Yes,Yes,2,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes
6614-YWYSC,"2016-12-21 18:07:34",NULL,25,1501.75,3,"Bank transfer (automatic)",3,"Two year",Male,1,Yes,No,No,Yes,Yes,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6617-WLBQC,"2020-02-21 18:07:34",NULL,81.85,1810.85,4,"Credit card (automatic)",2,"One year",Female,0,Yes,Yes,No,Yes,Yes,2,"Fiber optic",Yes,No,No,No,No,No
6618-RYATB,"2021-12-21 18:07:34",2022-01-31,79.55,79.55,2,"Mailed check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,No,No
6619-RPLQZ,"2018-04-21 18:07:34",NULL,20.85,892.15,2,"Mailed check",3,"Two year",Female,0,Yes,Yes,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6620-HVDUJ,"2020-01-21 18:07:34",NULL,60.45,1440.75,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,No,No,Yes,No,1,DSL,Yes,Yes,No,Yes,No,No
6620-JDYNW,"2020-07-21 18:07:34",NULL,60.6,1156.35,2,"Mailed check",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,1,DSL,Yes,No,Yes,No,No,No
6621-YOBKI,"2021-08-21 18:07:34",NULL,20.35,92.75,2,"Mailed check",1,Month-to-month,Male,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6625-FLENO,"2017-03-21 18:07:34",NULL,20.75,1185.95,2,"Mailed check",3,"Two year",Male,0,Yes,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6625-IUTTT,"2016-06-21 18:07:34",NULL,65.55,4361.55,3,"Bank transfer (automatic)",3,"Two year",Male,0,No,No,No,Yes,No,1,DSL,Yes,No,Yes,No,No,Yes
6627-CFOSN,"2017-02-21 18:07:34",NULL,99.45,5623.7,3,"Bank transfer (automatic)",1,Month-to-month,Female,0,No,No,Yes,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,No,No,Yes
6629-CZTTH,"2021-12-21 18:07:34",2022-01-31,55.7,55.7,2,"Mailed check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,1,DSL,No,No,No,No,No,Yes
6629-LADHQ,"2021-11-21 18:07:34",NULL,50.95,123.05,2,"Mailed check",1,Month-to-month,Female,0,No,No,No,Yes,No,1,DSL,Yes,No,No,No,No,No
6630-UJZMY,"2021-09-21 18:07:34",NULL,83.25,308.05,1,"Electronic check",1,Month-to-month,Female,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,No,No,No,Yes,No
6631-HMANX,"2016-01-21 18:07:34",NULL,85.45,6227.5,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,No,Yes,Yes,Yes,1,DSL,No,Yes,Yes,Yes,Yes,Yes
6633-MPWBS,"2021-08-21 18:07:34",2022-01-31,49.2,216.9,1,"Electronic check",1,Month-to-month,Male,0,No,No,Yes,Yes,No,1,DSL,No,No,No,Yes,No,No
6635-CPNUN,"2019-09-21 18:07:34",NULL,96.6,2684.35,4,"Credit card (automatic)",1,Month-to-month,Male,0,Yes,No,No,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,No
6635-MYYYZ,"2019-07-21 18:07:34",2022-01-31,85.35,2530.4,3,"Bank transfer (automatic)",2,"One year",Female,0,No,No,No,Yes,No,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6637-KYRCV,"2021-08-21 18:07:34",NULL,30.5,167.2,1,"Electronic check",1,Month-to-month,Female,0,Yes,Yes,Yes,No,"No phone service",1,DSL,No,Yes,No,No,No,No
6645-MXQJT,"2021-11-21 18:07:34",NULL,97.1,184.15,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,No,Yes,No,2,"Fiber optic",Yes,No,No,No,Yes,Yes
6646-VRFOL,"2017-08-21 18:07:34",2022-01-31,103.85,5485.5,1,"Electronic check",1,Month-to-month,Male,1,Yes,No,Yes,Yes,Yes,2,"Fiber optic",No,Yes,Yes,No,Yes,Yes
6647-ZEDXT,"2019-07-21 18:07:34",NULL,110.45,3327.05,4,"Credit card (automatic)",2,"One year",Female,0,No,No,No,Yes,Yes,2,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes
6650-VJONK,"2021-12-21 18:07:34",NULL,43.85,43.85,3,"Bank transfer (automatic)",1,Month-to-month,Male,0,No,No,Yes,Yes,No,1,DSL,No,No,No,No,No,No
6651-AZVTJ,"2017-12-21 18:07:34",2022-01-31,99.8,4872.45,1,"Electronic check",1,Month-to-month,Male,0,Yes,Yes,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,Yes,Yes
6653-CBBOM,"2021-12-21 18:07:34",2022-01-31,70.3,70.3,1,"Electronic check",1,Month-to-month,Female,0,No,No,Yes,Yes,No,2,"Fiber optic",No,No,No,No,No,No
6654-QGBZZ,"2021-12-21 18:07:34",NULL,19.9,19.9,2,"Mailed check",1,Month-to-month,Female,0,No,No,No,Yes,No,3,None,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6655-LHBYW,"2017-11-21 18:07:34",NULL,114.35,5791.1,4,"Credit card (automatic)",2,"One year",Male,0,No,No,No,Yes,Yes,2,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes
6656-JWRQX,"2021-12-21 18:07:34",NULL,30.55,30.55,2,"Mailed check",1,Month-to-month,Female,0,No,No,No,No,"No phone service",1,DSL,No,No,No,Yes,No,No
6681-ZSEXG,"2017-05-21 18:07:34",NULL,59.5,3389.25,4,"Credit card (automatic)",3,"Two year",Male,0,Yes,No,No,Yes,Yes,1,DSL,No,Yes,Yes,No,No,No
6683-VLCTZ,"2020-05-21 18:07:34",2022-01-31,98.55,1842.8,1,"Electronic check",1,Month-to-month,Male,1,No,No,Yes,Yes,Yes,2,"Fiber optic",No,No,Yes,No,Yes,Yes
6685-GBWJZ,"2016-10-21 18:07:34",NULL,70.8,4448.8,4,"Credit card (automatic)",2,"One year",Male,0,Yes,No,No,Yes,No,1,DSL,Yes,Yes,No,Yes,Yes,No
